Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1170,tt0075614,2024-03-07,2024-03-07,,"The Psychic","Sette note in nero",https://www.imdb.com/title/tt0075614/,Movie,6.8,90,1977,"Horror, Mystery, Thriller",6853,1980-06-12,"Lucio Fulci",,
1171,tt0076683,2024-03-07,2024-03-07,,"The Sentinel","The Sentinel",https://www.imdb.com/title/tt0076683/,Movie,6.3,92,1977,"Horror",12499,1977-02-11,"Michael Winner",,
1172,tt0071222,2024-03-07,2024-03-07,,"Black Christmas","Black Christmas",https://www.imdb.com/title/tt0071222/,Movie,7.1,98,1974,"Horror, Mystery, Thriller",49957,1974-12-20,"Bob Clark",,
1173,tt0095012,2024-03-07,2024-03-07,,"The Devil","Diabel",https://www.imdb.com/title/tt0095012/,Movie,7.0,125,1972,"Drama, Horror",3029,1988-03,"Andrzej Zulawski",,
1174,tt0074258,2024-03-07,2024-03-07,,"Burnt Offerings","Burnt Offerings",https://www.imdb.com/title/tt0074258/,Movie,6.4,116,1976,"Horror, Mystery, Thriller",14039,1976-10-18,"Dan Curtis",,
1175,tt0050766,2024-03-07,2024-03-07,,"Curse of the Demon","Night of the Demon",https://www.imdb.com/title/tt0050766/,Movie,7.4,96,1957,"Fantasy, Horror, Mystery, Thriller",16153,1958-03-30,"Jacques Tourneur",,
1176,tt0037635,2024-03-07,2024-03-07,,"Dead of Night","Dead of Night",https://www.imdb.com/title/tt0037635/,Movie,7.5,77,1945,"Drama, Horror",14729,1946-02-15,"Alberto Cavalcanti, Charles Crichton, Basil Dearden, Robert Hamer",,
1177,tt0062885,2024-03-07,2024-03-07,,"The Devil Rides Out","The Devil Rides Out",https://www.imdb.com/title/tt0062885/,Movie,6.9,95,1968,"Horror",10662,1968-08,"Terence Fisher",,
1178,tt0000091,2024-03-07,2024-03-07,,"The House of the Devil","Le manoir du diable",https://www.imdb.com/title/tt0000091/,Short,6.7,3,1896,"Short, Horror",4169,1896-12-25,"Georges Méliès",,
1179,tt0067341,2024-03-07,2024-03-07,,"Let's Scare Jessica to Death","Let's Scare Jessica to Death",https://www.imdb.com/title/tt0067341/,Movie,6.4,89,1971,"Drama, Horror, Mystery",9608,1971-08-27,"John D. Hancock",,
1180,tt0073705,2024-03-07,2024-03-07,,"Shivers","Shivers",https://www.imdb.com/title/tt0073705/,Movie,6.3,87,1975,"Horror, Sci-Fi",24271,1976-03,"David Cronenberg",,
1181,tt0058430,2024-03-07,2024-03-07,,"Onibaba","Onibaba",https://www.imdb.com/title/tt0058430/,Movie,7.9,103,1964,"Drama, Horror, Thriller",23115,1965-02-04,"Kaneto Shindô",,
1182,tt0122136,2024-03-07,2024-03-07,,"Black Cat","Yabu no naka no kuroneko",https://www.imdb.com/title/tt0122136/,Movie,7.7,99,1968,"Drama, Horror",8990,1968-02-24,"Kaneto Shindô",,
1183,tt0058333,2024-03-07,2024-03-07,,"The Masque of the Red Death","The Masque of the Red Death",https://www.imdb.com/title/tt0058333/,Movie,6.9,89,1964,"Drama, Horror",16933,1964-10-30,"Roger Corman",,
1184,tt0077588,2024-03-07,2024-03-07,,"The Fury","The Fury",https://www.imdb.com/title/tt0077588/,Movie,6.3,118,1978,"Horror, Sci-Fi, Thriller",17857,1978-03-10,"Brian De Palma",,
1185,tt0070294,2024-03-07,2024-03-07,,"The Legend of Hell House","The Legend of Hell House",https://www.imdb.com/title/tt0070294/,Movie,6.7,95,1973,"Horror",14491,1973-06-15,"John Hough",,
1186,tt29420686,2024-03-08,2024-03-08,,"1670","1670",https://www.imdb.com/title/tt29420686/,TV Series,7.9,30,2023,"Comedy, History",6758,2023-12-13,,,
1187,tt6097798,2024-03-11,2024-03-11,,"Radius","Radius",https://www.imdb.com/title/tt6097798/,Movie,6.2,93,2017,"Drama, Horror, Mystery, Sci-Fi, Thriller",20446,2017-11-10,"Caroline Labrèche, Steeve Léonard",,
1188,tt0052564,2024-03-11,2024-03-11,,"The Angry Red Planet","The Angry Red Planet",https://www.imdb.com/title/tt0052564/,Movie,5.3,83,1959,"Adventure, Horror, Sci-Fi",3992,1959-11-23,"Ib Melchior",,
1189,tt0134983,2024-03-11,2024-03-11,,"Supernova","Supernova",https://www.imdb.com/title/tt0134983/,Movie,4.8,90,2000,"Horror, Sci-Fi, Thriller",19809,2000-01-14,"Walter Hill, Francis Ford Coppola, Jack Sholder",,
1190,tt6673840,2024-03-11,2024-03-11,,"Spacewalk","Vremya pervykh",https://www.imdb.com/title/tt6673840/,Movie,7.2,137,2017,"Drama, History",8266,2017-04-06,"Dmitriy Kiselev",,
1191,tt6537238,2024-03-11,2024-03-11,,"Salyut-7","Salyut-7",https://www.imdb.com/title/tt6537238/,Movie,7.2,111,2017,"Action, Drama, History",12486,2017-10-12,"Klim Shipenko",,
1192,tt1213641,2024-03-11,2024-03-11,,"First Man","First Man",https://www.imdb.com/title/tt1213641/,Movie,7.3,141,2018,"Biography, Drama, History",207051,2018-10-12,"Damien Chazelle",,
1193,tt0021884,2024-03-11,2024-03-11,,"Frankenstein","Frankenstein",https://www.imdb.com/title/tt0021884/,Movie,7.8,70,1931,"Drama, Horror, Sci-Fi, Thriller",82198,1931-11-21,"James Whale",,
1194,tt0026138,2024-03-11,2024-03-11,,"Bride of Frankenstein","The Bride of Frankenstein",https://www.imdb.com/title/tt0026138/,Movie,7.8,75,1935,"Drama, Horror, Sci-Fi",54928,1935-05-06,"James Whale",,
1195,tt0057603,2024-03-11,2024-03-11,,"Black Sabbath","I tre volti della paura",https://www.imdb.com/title/tt0057603/,Movie,7.0,97,1963,"Horror",14528,1964-05-06,"Mario Bava",,
1196,tt0070698,2024-03-11,2024-03-11,,"Sisters","Sisters",https://www.imdb.com/title/tt0070698/,Movie,6.9,93,1972,"Horror, Mystery, Thriller",21652,1973-03-26,"Brian De Palma",,
1197,tt0048424,2024-03-11,2024-03-11,,"The Night of the Hunter","The Night of the Hunter",https://www.imdb.com/title/tt0048424/,Movie,8.0,92,1955,"Crime, Drama, Film-Noir, Thriller",100836,1955-07-27,"Charles Laughton",,
1198,tt0069316,2024-03-11,2024-03-11,,"The Stone Tape","The Stone Tape",https://www.imdb.com/title/tt0069316/,TV Movie,6.4,90,1972,"Fantasy, Horror, Mystery, Sci-Fi, Thriller",2055,1972-12-25,"Peter Sasdy",,
1199,tt0079482,2024-03-11,2024-03-11,,"Long Weekend","Long Weekend",https://www.imdb.com/title/tt0079482/,Movie,6.5,97,1978,"Horror, Mystery, Thriller",6369,1979-03-29,"Colin Eggleston",,
1200,tt4976512,2024-03-11,2024-03-11,,"Secret City","Secret City",https://www.imdb.com/title/tt4976512/,TV Series,7.4,49,2016,"Mystery, Thriller",10079,2018-06-26,,,
1201,tt7008682,2024-03-11,2024-03-11,,"Homecoming","Homecoming",https://www.imdb.com/title/tt7008682/,TV Series,7.4,30,2018,"Drama, Mystery, Thriller",28057,2018-11-02,,,
1202,tt0411008,2024-03-11,2024-03-11,,"Lost","Lost",https://www.imdb.com/title/tt0411008/,TV Series,8.3,45,2004,"Adventure, Drama, Fantasy, Mystery, Sci-Fi, Thriller",620117,2004-09-22,,,
1203,tt2802850,2024-03-11,2024-03-11,,"Fargo","Fargo",https://www.imdb.com/title/tt2802850/,TV Series,8.9,60,2014,"Crime, Drama, Thriller",433772,2014-04-15,,,
1204,tt1389371,2024-03-11,2024-03-11,,"Rubicon","Rubicon",https://www.imdb.com/title/tt1389371/,TV Series,7.9,45,2010,"Crime, Drama, Mystery, Thriller",11222,2010-06-13,,,
1205,tt6510950,2024-03-11,2024-03-11,,"Condor","Condor",https://www.imdb.com/title/tt6510950/,TV Series,7.7,60,2018,"Action, Drama, Thriller",18596,2018-06-06,,,
1206,tt10758074,2024-03-11,2024-03-11,,"The Man Who Fell to Earth","The Man Who Fell to Earth",https://www.imdb.com/title/tt10758074/,TV Series,7.3,60,2022,"Drama, Sci-Fi",10767,2022-04-24,,,
1207,tt3148266,2024-03-11,2024-03-11,,"12 Monkeys","12 Monkeys",https://www.imdb.com/title/tt3148266/,TV Series,7.7,42,2015,"Adventure, Drama, Mystery, Sci-Fi, Thriller",50021,2015-01-16,,,
1208,tt2741602,2024-03-11,2024-03-11,,"The Blacklist","The Blacklist",https://www.imdb.com/title/tt2741602/,TV Series,7.9,43,2013,"Crime, Drama, Mystery, Thriller",284962,2013-09-23,,,
1209,tt13918776,2024-03-11,2024-03-11,,"The Night Agent","The Night Agent",https://www.imdb.com/title/tt13918776/,TV Series,7.5,45,2023,"Action, Drama, Thriller",118211,2023-03-23,,,
1210,tt3877200,2024-03-11,2024-03-11,,"The Missing","The Missing",https://www.imdb.com/title/tt3877200/,TV Series,8.2,60,2014,"Crime, Drama, Mystery",30988,2014-11-15,,,
1211,tt10369484,2024-03-11,2024-03-11,,"The Power","The Power",https://www.imdb.com/title/tt10369484/,TV Series,6.7,,2023,"Drama, Fantasy, Sci-Fi",9899,2023-03-31,,,
1212,tt5875444,2024-03-11,2024-03-11,,"Slow Horses","Slow Horses",https://www.imdb.com/title/tt5875444/,TV Series,8.2,,2022,"Drama, Thriller",94409,2022-04-01,,,
1213,tt18347622,2024-03-11,2024-03-11,,"Bodies","Bodies",https://www.imdb.com/title/tt18347622/,TV Mini Series,7.3,57,2023,"Crime, Drama, History, Sci-Fi, Thriller",59768,2023-10-19,,,
1214,tt3205802,2024-03-11,2024-03-11,,"How to Get Away with Murder","How to Get Away with Murder",https://www.imdb.com/title/tt3205802/,TV Series,8.1,45,2014,"Crime, Drama, Mystery, Thriller",170925,2014-09-25,,,
1215,tt0061287,2024-03-11,2024-03-11,,"The Prisoner","The Prisoner",https://www.imdb.com/title/tt0061287/,TV Series,8.5,60,1967,"Drama, Mystery, Sci-Fi",15387,1968-06-01,,,
1216,tt7493974,2024-03-11,2024-03-11,,"Bodyguard","Bodyguard",https://www.imdb.com/title/tt7493974/,TV Series,8.0,60,2018,"Crime, Drama, Thriller",154778,2018-10-24,,,
1217,tt5511582,2024-03-11,2024-03-11,,"Timeless","Timeless",https://www.imdb.com/title/tt5511582/,TV Series,7.6,60,2016,"Action, Adventure, Drama, Sci-Fi",48118,2016-10-03,,,
1218,tt2384811,2024-03-12,2024-03-12,,"Utopia","Utopia",https://www.imdb.com/title/tt2384811/,TV Series,8.4,50,2013,"Drama, Mystery, Sci-Fi, Thriller",52520,2013-01-15,,,
1219,tt5834204,2024-03-12,2024-03-12,,"The Handmaid's Tale","The Handmaid's Tale",https://www.imdb.com/title/tt5834204/,TV Series,8.4,60,2017,"Drama, Sci-Fi, Thriller",265540,2017-04-26,,,
1220,tt0118276,2024-03-12,2024-03-12,,"Buffy the Vampire Slayer","Buffy the Vampire Slayer",https://www.imdb.com/title/tt0118276/,TV Series,8.3,44,1997,"Action, Adventure, Drama, Fantasy, Romance",163664,1997-03-10,,,
1221,tt0220218,2024-03-12,2024-03-12,,"Cyber City Oedo 808","Saibâ shiti Oedo 808",https://www.imdb.com/title/tt0220218/,TV Mini Series,7.5,40,1990,"Animation, Action, Adventure, Crime, Horror, Sci-Fi, Thriller",2455,1995-08-08,,,
1222,tt13444912,2024-03-12,2024-03-12,,"The Midnight Club","The Midnight Club",https://www.imdb.com/title/tt13444912/,TV Series,6.5,60,2022,"Drama, Horror, Mystery, Thriller",37395,2022-10-07,,,
1223,tt19788500,2024-03-12,2024-03-12,,"Red Rose","Red Rose",https://www.imdb.com/title/tt19788500/,TV Series,6.4,45,2022,"Drama, Horror, Thriller",8764,2023-02-15,,,
1224,tt1839578,2024-03-12,2024-03-12,,"Person of Interest","Person of Interest",https://www.imdb.com/title/tt1839578/,TV Series,8.5,43,2011,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",193945,2011-09-22,,,
1225,tt1582459,2024-03-12,2024-03-12,,"The Event","The Event",https://www.imdb.com/title/tt1582459/,TV Series,7.0,43,2010,"Crime, Drama, Mystery, Sci-Fi, Thriller",26724,2010-09-20,,,
1226,tt0057798,2024-03-12,2024-03-12,,"Voyage to the Bottom of the Sea","Voyage to the Bottom of the Sea",https://www.imdb.com/title/tt0057798/,TV Series,7.2,52,1964,"Adventure, Sci-Fi",4362,1964-09-14,,,
1227,tt0106126,2024-03-12,2024-03-12,,"SeaQuest 2032","SeaQuest DSV",https://www.imdb.com/title/tt0106126/,TV Series,6.7,60,1993,"Action, Adventure, Family, Sci-Fi",7963,1993-09-12,,,
1228,tt0062578,2024-03-12,2024-03-12,,"Land of the Giants","Land of the Giants",https://www.imdb.com/title/tt0062578/,TV Series,7.1,60,1968,"Sci-Fi",2957,1968-09-22,,,
1229,tt0060036,2024-03-12,2024-03-12,,"The Time Tunnel","The Time Tunnel",https://www.imdb.com/title/tt0060036/,TV Series,7.5,60,1966,"Action, Adventure, Sci-Fi",4425,1966-09-09,,,
1230,tt1553656,2024-03-12,2024-03-12,,"Under the Dome","Under the Dome",https://www.imdb.com/title/tt1553656/,TV Series,6.5,43,2013,"Drama, Mystery, Sci-Fi, Thriller",114314,2013-06-24,,,
1231,tt27246089,2024-03-12,2024-03-12,,"Phoenix: Eden17","Hi no tori: Eden no sora",https://www.imdb.com/title/tt27246089/,TV Series,6.6,30,2023,"Animation, Adventure, Drama, Fantasy, Sci-Fi",317,2023-09-13,,,
1232,tt7474942,2024-03-12,2024-03-12,,"Girls' Last Tour","Shôjo shûmatsu ryokô",https://www.imdb.com/title/tt7474942/,TV Mini Series,7.7,25,2017,"Animation, Adventure, Drama, Mystery, Sci-Fi, War",1652,2017-10-06,,,
1233,tt2309320,2024-03-12,2024-03-12,,"From the New World","Shin Sekai Yori",https://www.imdb.com/title/tt2309320/,TV Series,7.8,25,2012,"Animation, Action, Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",3796,2012-09-29,,,
1234,tt9679542,2024-03-12,2024-03-12,,"Dr. Stone","Dokutâ Sutôn",https://www.imdb.com/title/tt9679542/,TV Series,8.1,24,2019,"Animation, Action, Adventure, Comedy, Sci-Fi",31182,2019-08-25,,,
1235,tt0113281,2024-03-12,2024-03-12,,"Men Behind the Sun 4","Hei tai yang: Nan Jing da tu sha",https://www.imdb.com/title/tt0113281/,Movie,6.2,91,1995,"Drama, History, Horror, Thriller, War",939,1995-07-07,"Tun-Fei Mou",,
1236,tt13872248,2024-03-12,2024-03-12,,"The Sadness","Ku bei",https://www.imdb.com/title/tt13872248/,Movie,6.5,99,2021,"Horror",21565,2022-05-12,"Rob Jabbaz",,
1237,tt4128382,2024-03-12,2024-03-12,,"American Guinea Pig: Bouquet of Guts and Gore","American Guinea Pig: Bouquet of Guts and Gore",https://www.imdb.com/title/tt4128382/,Movie,4.1,73,2014,"Horror",843,2014-10-24,"Stephen Biro",,
1238,tt0080491,2024-03-12,2024-03-12,,"Caligula","Caligola",https://www.imdb.com/title/tt0080491/,Movie,5.3,156,1979,"Drama, History",39432,1980-02-15,"Tinto Brass",,
1239,tt6907170,2024-03-12,2024-03-12,,"Dragon","Dragon",https://www.imdb.com/title/tt6907170/,Movie,,,,"Horror, Sci-Fi, Thriller",0,,,,
1240,tt0031210,2024-03-13,2024-03-13,,"Dark Victory","Dark Victory",https://www.imdb.com/title/tt0031210/,Movie,7.4,104,1939,"Drama, Romance",12744,1939-04-22,"Edmund Goulding",,
1241,tt0031951,2024-03-13,2024-03-13,,"Son of Frankenstein","Son of Frankenstein",https://www.imdb.com/title/tt0031951/,Movie,7.1,99,1939,"Drama, Horror, Sci-Fi",12246,1939-01-13,"Rowland V. Lee",,
1242,tt31596549,2024-03-14,2024-03-14,,"Eyes in the Trees","Eyes in the Trees",https://www.imdb.com/title/tt31596549/,Movie,,,,"Sci-Fi",0,,"Timothy Woodward Jr.",,
1243,tt1389072,2024-03-15,2024-03-15,,"Downsizing","Downsizing",https://www.imdb.com/title/tt1389072/,Movie,5.8,135,2017,"Drama, Fantasy, Sci-Fi",129240,2017-12-22,"Alexander Payne",,
1244,tt6882604,2024-03-17,2024-03-17,,"Archive","Archive",https://www.imdb.com/title/tt6882604/,Movie,6.4,109,2020,"Drama, Mystery, Sci-Fi, Thriller",27138,2020-07-10,"Gavin Rothery",,
1245,tt5083738,2024-03-18,2024-03-18,,"The Favourite","The Favourite",https://www.imdb.com/title/tt5083738/,Movie,7.5,119,2018,"Biography, Comedy, Drama, History",242597,2018-12-21,"Yorgos Lanthimos",,
1246,tt16296870,2024-03-20,2024-03-20,,"The Railway Men","The Railway Men: The Untold Story of Bhopal 1984",https://www.imdb.com/title/tt16296870/,TV Mini Series,8.5,60,2023,"Drama, History, Thriller",25542,2023-11-18,,,
1247,tt1723811,2024-03-21,2024-03-21,,"Shame","Shame",https://www.imdb.com/title/tt1723811/,Movie,7.2,101,2011,"Drama",209096,2012-01-13,"Steve McQueen",,
1248,tt0116282,2024-03-21,2024-03-21,,"Fargo","Fargo",https://www.imdb.com/title/tt0116282/,Movie,8.1,98,1996,"Crime, Drama, Thriller",740502,1996-04-05,"Joel Coen, Ethan Coen",,
1249,tt1139797,2024-03-21,2024-03-21,,"Let the Right One In","Låt den rätte komma in",https://www.imdb.com/title/tt1139797/,Movie,7.8,114,2008,"Drama, Fantasy, Horror, Romance",230763,2008-12-12,"Tomas Alfredson",,
1250,tt19637052,2024-03-21,2024-03-21,,"Love Lies Bleeding","Love Lies Bleeding",https://www.imdb.com/title/tt19637052/,Movie,6.7,104,2024,"Action, Adventure, Crime, Mystery, Romance, Thriller",47318,2024-05-03,"Rose Glass",,
1251,tt1660648,2024-03-21,2024-03-21,,"Ricky Stanicky","Ricky Stanicky",https://www.imdb.com/title/tt1660648/,Movie,6.2,113,2024,"Comedy",52309,2024-03-07,"Peter Farrelly",,
1252,tt0140821,2024-03-22,2024-03-22,,"Asparagus","Asparagus",https://www.imdb.com/title/tt0140821/,Short,7.2,20,1979,"Animation, Short",1660,1979,"Suzan Pitt",,
1253,tt2326554,2024-03-22,2024-03-22,,"A Girl Walks Home Alone at Night","A Girl Walks Home Alone at Night",https://www.imdb.com/title/tt2326554/,Movie,6.9,101,2014,"Drama, Horror, Romance, Thriller",39609,2015-04-20,"Ana Lily Amirpour",,
1254,tt9055008,2024-03-23,2024-03-23,,"Evil","Evil",https://www.imdb.com/title/tt9055008/,TV Series,7.8,42,2019,"Crime, Drama, Horror, Mystery, Thriller",44576,2019-09-26,,,
1255,tt0169005,2024-03-25,2024-03-25,,"The McPherson Tape","U.F.O. Abduction",https://www.imdb.com/title/tt0169005/,Video,5.4,66,1989,"Horror, Sci-Fi",2209,1989,"Dean Alioto",,
1256,tt0142074,2024-03-25,2024-03-25,,"Alien Abduction: Incident in Lake County","Alien Abduction: Incident in Lake County",https://www.imdb.com/title/tt0142074/,TV Movie,6.2,93,1998,"Drama, Horror, Sci-Fi",3942,1998-01-20,"Dean Alioto",,
1257,tt4464394,2024-03-25,2024-03-25,,"The Gracefield Incident","The Gracefield Incident",https://www.imdb.com/title/tt4464394/,Movie,4.2,89,2017,"Horror, Mystery, Sci-Fi, Thriller",2818,2017-07-27,"Mathieu Ratthe",,
1258,tt6574272,2024-03-25,2024-03-25,,"Phoenix Forgotten","Phoenix Forgotten",https://www.imdb.com/title/tt6574272/,Movie,5.4,87,2017,"Horror, Mystery, Sci-Fi, Thriller",7179,2017-04-21,"Justin Barber",,
1259,tt0073834,2024-03-25,2024-03-25,,"The UFO Incident","The UFO Incident",https://www.imdb.com/title/tt0073834/,TV Movie,6.5,97,1975,"Biography, Drama, History, Romance, Sci-Fi",906,1975-10-20,"Richard A. Colla",,
1260,tt26736843,2024-03-25,2024-03-25,,"The Watchers","The Watchers",https://www.imdb.com/title/tt26736843/,Movie,5.7,102,2024,"Fantasy, Horror, Mystery, Thriller",45526,2024-06-07,"Ishana Shyamalan",,
1261,tt15677150,2024-03-26,2024-03-26,,"Shrinking","Shrinking",https://www.imdb.com/title/tt15677150/,TV Series,8.0,33,2023,"Comedy, Drama",80169,2023-01-27,,,
1262,tt21365994,2024-03-27,2024-03-27,,"Boisvert","Boisvert",https://www.imdb.com/title/tt21365994/,TV Series,9.0,,2020,"Horror",56,2020-05-23,,,
1263,tt25375256,2024-03-27,2024-03-27,,"The Signal","Das Signal",https://www.imdb.com/title/tt25375256/,TV Mini Series,6.0,62,2024,"Drama, Mystery, Sci-Fi, Thriller",7549,2024-03-07,,,
1264,tt0066817,2024-03-28,2024-03-28,,"Bedknobs and Broomsticks","Bedknobs and Broomsticks",https://www.imdb.com/title/tt0066817/,Movie,7.1,117,1971,"Animation, Adventure, Comedy, Family, Fantasy, Musical",41471,1971-12-13,"Robert Stevenson, Ward Kimball",,
1265,tt0089457,2024-03-28,2024-03-28,,"Ladyhawke","Ladyhawke",https://www.imdb.com/title/tt0089457/,Movie,6.9,121,1985,"Adventure, Comedy, Drama, Fantasy",52187,1985-04-12,"Richard Donner",,
1266,tt0093185,2024-03-28,2024-03-28,,"The Hidden","The Hidden",https://www.imdb.com/title/tt0093185/,Movie,7.0,97,1987,"Horror, Sci-Fi, Thriller",23662,1987-10-30,"Jack Sholder",,
1267,tt0082089,2024-03-28,2024-03-28,,"Body Heat","Body Heat",https://www.imdb.com/title/tt0082089/,Movie,7.4,113,1981,"Crime, Drama, Romance, Thriller",41193,1981-08-28,"Lawrence Kasdan",,
1268,tt0094947,2024-03-28,2024-03-28,,"Dangerous Liaisons","Dangerous Liaisons",https://www.imdb.com/title/tt0094947/,Movie,7.5,119,1988,"Drama, Romance",76477,1989-02-24,"Stephen Frears",,
1269,tt0085244,2024-03-28,2024-03-28,,"The Big Chill","The Big Chill",https://www.imdb.com/title/tt0085244/,Movie,7.1,105,1983,"Comedy, Drama",43065,1983-09-30,"Lawrence Kasdan",,
1270,tt0082432,2024-03-28,2024-03-28,,"Gallipoli","Gallipoli",https://www.imdb.com/title/tt0082432/,Movie,7.4,110,1981,"Adventure, Drama, History, War",42703,1981-08-28,"Peter Weir",,
1271,tt2716382,2024-03-28,2024-03-28,,"Sea Fever","Sea Fever",https://www.imdb.com/title/tt2716382/,Movie,5.7,95,2019,"Drama, Horror, Mystery, Sci-Fi, Thriller",14808,2020-04-10,"Neasa Hardiman",,
1272,tt0339840,2024-03-28,2024-03-28,,"Undead","Undead",https://www.imdb.com/title/tt0339840/,Movie,5.3,97,2003,"Action, Comedy, Fantasy, Horror, Sci-Fi",14936,2003-09-04,"Michael Spierig, Peter Spierig",,
1273,tt9355200,2024-03-28,2024-03-28,,"Koko-di Koko-da","Koko-di koko-da",https://www.imdb.com/title/tt9355200/,Movie,5.8,89,2019,"Drama, Fantasy, Horror, Mystery",2871,2020-11-06,"Johannes Nyholm",,
1274,tt0099364,2024-03-31,2024-03-31,,"The Dark Side of the Moon","The Dark Side of the Moon",https://www.imdb.com/title/tt0099364/,Movie,4.9,87,1990,"Action, Drama, Fantasy, Horror, Mystery, Sci-Fi",3005,1990-05-30,"D.J. Webster",,
1275,tt0097911,2024-03-31,2024-03-31,,"Moontrap","Moontrap",https://www.imdb.com/title/tt0097911/,Movie,4.8,92,1988,"Horror, Sci-Fi",3897,1989-06-08,"Robert Dyke",,
1276,tt23137390,2024-04-02,2024-04-02,,"Immaculate","Immaculate",https://www.imdb.com/title/tt23137390/,Movie,5.8,89,2024,"Horror",46377,2024-03-22,"Michael Mohan",,
1277,tt9174724,2024-04-03,2024-04-03,,"Beacon 23","Beacon 23",https://www.imdb.com/title/tt9174724/,TV Series,5.7,,2023,"Drama, Mystery, Sci-Fi, Thriller",4953,2023-11-12,,,
1278,tt5311514,2024-04-03,2024-04-03,,"Your Name.","Kimi no na wa.",https://www.imdb.com/title/tt5311514/,Movie,8.4,106,2016,"Animation, Drama, Fantasy, Romance",339557,2017-04-07,"Makoto Shinkai",,
1279,tt7668870,2024-04-03,2024-04-03,,"Searching","Searching",https://www.imdb.com/title/tt7668870/,Movie,7.6,102,2018,"Drama, Mystery, Thriller",183568,2018-08-31,"Aneesh Chaganty",,
1280,tt1519662,2024-04-05,2024-04-05,,"Hell House","Hell House",https://www.imdb.com/title/tt1519662/,Movie,4.9,80,2009,"Horror",70,2009-10-31,"Jason Crowe, Roni Jonah, T.J. Moreschi",,
1281,tt6519410,2024-04-05,2024-04-05,,"Black Spot","Zone blanche",https://www.imdb.com/title/tt6519410/,TV Series,7.4,52,2017,"Crime, Drama, Horror, Mystery, Thriller",14364,2019-05-31,,,
1282,tt32023078,2024-04-05,2024-04-05,,"Possession: Kerasukan","Possession: Kerasukan",https://www.imdb.com/title/tt32023078/,Movie,3.5,94,2024,"Drama, Horror, Thriller",208,2024-05-08,"Razka Robby Ertanto",,
1283,tt2885364,2024-04-08,2024-04-08,,"Willow Creek","Willow Creek",https://www.imdb.com/title/tt2885364/,Movie,5.1,80,2013,"Horror, Mystery, Thriller",13324,2014-05-02,"Bobcat Goldthwait",,
1284,tt9204072,2024-04-09,2024-04-09,,"Ode to Nothing","Oda sa wala",https://www.imdb.com/title/tt9204072/,Movie,6.9,92,2018,"Drama",609,2021-04-23,"Dwein Baltazar",,
1285,tt15567174,2024-04-10,2024-04-10,,"The Fall of the House of Usher","The Fall of the House of Usher",https://www.imdb.com/title/tt15567174/,TV Mini Series,7.9,60,2023,"Drama, Horror, Mystery",120429,2023-10-12,,,
1286,tt1441135,2024-04-11,2024-04-11,,"Flashforward","Flashforward",https://www.imdb.com/title/tt1441135/,TV Series,7.6,42,2009,"Drama, Mystery, Sci-Fi, Thriller",62467,2009-09-24,,,
1287,tt2618986,2024-04-11,2024-04-11,,"Wayward Pines","Wayward Pines",https://www.imdb.com/title/tt2618986/,TV Series,7.3,60,2015,"Drama, Horror, Mystery, Sci-Fi, Thriller",61589,2015-05-14,,,
1288,tt0434762,2024-04-11,2024-04-11,,"Ab-normal Beauty","Sei mong se jun",https://www.imdb.com/title/tt0434762/,Movie,5.8,101,2004,"Drama, Horror",2624,2004-11-04,"Oxide Chun Pang",,
1289,tt0075666,2024-04-15,2024-04-15,,"Alucarda","Alucarda, la hija de las tinieblas",https://www.imdb.com/title/tt0075666/,Movie,6.3,78,1977,"Horror",4324,1978-01-26,"Juan López Moctezuma",,
1290,tt0074121,2024-04-17,2024-04-17,,"Allegro non troppo","Allegro non troppo",https://www.imdb.com/title/tt0074121/,Movie,7.4,75,1976,"Animation, Comedy, Fantasy, Music, Romance",3275,1977-07-27,"Bruno Bozzetto",,
1291,tt0114906,2024-04-17,2024-04-17,,"Welcome to the Dollhouse","Welcome to the Dollhouse",https://www.imdb.com/title/tt0114906/,Movie,7.4,88,1995,"Comedy, Drama",38070,1996-05-24,"Todd Solondz",,
1292,tt23136186,2024-04-17,2024-04-17,,"Sewu Dino","Sewu Dino",https://www.imdb.com/title/tt23136186/,Movie,6.0,121,2023,"Horror, Thriller",2585,2023-04-19,"Kimo Stamboel",,
1293,tt11685912,2024-04-17,2024-04-17,,"Outer Range","Outer Range",https://www.imdb.com/title/tt11685912/,TV Series,7.1,60,2022,"Drama, Mystery, Thriller",43162,2022-04-15,,,
1294,tt0112922,2024-04-19,2024-04-19,,"The Day of the Beast","El día de la bestia",https://www.imdb.com/title/tt0112922/,Movie,7.3,99,1995,"Action, Comedy, Crime, Horror, Thriller",24432,1998-12-23,"Álex de la Iglesia",,
1295,tt4062536,2024-04-19,2024-04-19,,"Green Room","Green Room",https://www.imdb.com/title/tt4062536/,Movie,7.0,95,2015,"Crime, Horror, Music, Thriller",144619,2016-05-13,"Jeremy Saulnier",,
1296,tt26753003,2024-04-19,2024-04-19,,"Trap","Trap",https://www.imdb.com/title/tt26753003/,Movie,5.9,105,2024,"Crime, Horror, Mystery, Thriller",107634,2024-08-02,"M. Night Shyamalan",,
